Volume;MaximumRainfallIntensity;Runoff;RunoffVolume;MaximumRunoffIntensity;P-0;HR-1;HR-2;HR-3;HR-4;HR-5;T-1;T-2;T-3;T-4;T-5;PB-1;PB-2;PB-3;PB-4;PB-5;VV-1;VV-2;VV-3;VV-4;VV-5
6.7;1.4;0;0;0;1;43;44;43;44;49;16.3;16.1;15.7;15.1;13.4;944;944;944;944;944;1.67;1.73;2.15;1.97;1.78
2.8;1.3;0;0;0;0.5;49;50;51;48;47;12.3;13.2;13;14.3;14.8;946;946;946;946;946;1.08;0.6;0.05;0.07;0.48
0.3;0.3;0;0;0;0.3;31;34;35;40;46;21.2;20.2;18.5;16.7;14.5;945;946;946;946;947;1.23;1.2;1.95;1.85;1.95
2;1.1;0;0;0;0.1;60;55;50;40;35;16;16.9;17.9;20;21;945;944;945;944;944;0.88;1.3;1.37;0.52;0.45
0.1;0.1;0;0;0;0.1;36;40;45;47;47;21.7;20.8;19.3;18.5;18.5;947;947;947;947;947;1.02;0.88;1.35;1.04;1.04
0.1;0.1;0;0;0;0.1;29;31;36;40;45;22.8;22.6;21.7;20.8;19.3;947;947;947;947;947;1.08;1.15;1.02;0.88;1.35
0.2;0.1;0;0;0;0.1;41;39;33;30;28;19.7;20.6;22.1;23.3;23.2;948;947;947;947;947;0.47;0.42;0.72;0.98;0.97
2.5;1.5;0;0;0;0.4;58;57;54;46;44;13.8;14.2;14.8;16.1;17.5;949;949;949;947;947;1;1.15;1.48;1.77;0.98
1.1;1.1;0;0;0;1.1;59;57;58;59;58;13.6;13.8;13.6;13.5;13.8;948;948;948;948;949;1.03;1.22;1.27;1.03;1
3;1.8;0;0;0;1.2;51;59;67;62;63;10.8;9;7;7.2;7.9;946;946;945;945;945;1.22;0.85;0.55;0.83;0.6
2.1;2.1;0;0;0;2.1;40;32;28;29;29;18.1;20;20.4;19.9;19.6;944;943;943;943;943;0.23;0.43;0.63;0.85;0.8
11.9;7.6;1;1;0.97;7.6;49;46;40;32;28;14.1;15.8;18.1;20;20.4;945;944;944;943;943;0.35;0.45;0.23;0.43;0.63
11.7;11.2;0;0;0;0.2;35;36;42;46;50;19.3;18.7;17.6;15.3;13.2;945;945;946;947;947;0.83;0.83;0.75;1.18;1.57
30.1;22.2;1;23;11.229259;0.3;58;56;53;43;39;11.1;14.7;15.8;17.7;19.6;946;945;945;946;944;0.2;0.33;0.4;0.2;0.52
1.4;1.4;0;0;0;1.4;47;50;51;51;56;18;16.6;16;15.3;12.2;945;945;946;946;947;0.95;1.05;0.73;0.58;0.53
5.5;2.8;1;0.8;2.7;2.8;30;34;37;40;42;18.1;18.1;18.1;17.6;16.6;940;941;941;942;942;1.65;1.63;1.45;1.08;0.88
2;1.8;0;0;0;0.1;86;90;90;96;94;13.8;12.1;11.8;11.6;11.8;939;938;938;938;938;0.28;0.38;0.7;0.42;0.53
0.2;0.2;0;0;0;0.2;77;69;67;64;61;6.8;7.6;6.9;7.5;7.7;940;941;940;940;940;0.68;0.45;0.83;1.18;1.97
4.9;4.5;0;0;0;4.5;84;78;67;59;63;8.7;9.6;11.7;13;12.5;940;940;939;940;940;0.6;0.62;0.72;1.02;0.93
0.3;0.3;0;0;0;0.3;79;81;85;84;86;4.8;4.2;3.5;3.4;3.5;938;938;938;938;937;0.73;0.95;0.88;0.85;0.85
1.4;0.9;0;0;0;0.9;70;72;73;74;72;6.2;6.4;5.4;5.4;4.3;938;938;938;938;938;0.57;0.57;0.63;0.85;0.78
2.2;0.7;0;0;0;0.3;74;76;72;73;73;3.1;3;2.7;2.3;2.1;938;938;938;938;938;0.35;0.1;0.12;0.25;0.33
0.5;0.3;0;0;0;0.3;63;74;70;66;62;3.1;2.2;3.3;2.9;3.9;937;938;938;938;938;1.08;0.35;0.53;0.33;0.33
0.1;0.1;0;0;0;0.1;76;77;75;70;63;3;2.1;2.5;2.6;3.2;934;934;935;935;935;1.83;0.8;1.2;1.83;0.8
12.9;8.6;1;2.2;3.6;8.6;61;58;54;50;47;4.5;4.8;5;5.5;5.1;941;941;941;941;941;1.8;2.47;1.6;1.23;3.08
0.4;0.2;0;0;0;0.2;53;56;59;67;68;10.1;9.1;8.8;6.8;6.2;944;944;944;943;943;2.95;3.22;1.72;2.05;2.02
1.1;0.8;0;0;0;0.8;70;72;83;86;86;6.7;4.5;0.9;-0.4;-1.3;944;945;946;946;946;0.58;0.52;0.67;0.65;0.37
0.4;0.4;0;0;0;0.4;76;71;67;65;65;6.7;7.5;7.9;8.9;8.1;941;941;942;942;943;1;0.7;1.03;1.28;0.93
8.7;2.2;1;0.4;0.74;0.2;90;87;76;71;67;5.2;5.8;6.7;7.5;7.9;941;941;941;941;942;1.53;0.87;1;0.7;1.03
0.2;0.2;0;0;0;0.2;49;47;47;44;40;6.1;5.4;6;6.5;7;943;943;942;942;941;0.67;0.92;1.13;1.75;2.22
0.5;0.5;0;0;0;0.5;57;57;54;52;52;9.1;9;9.6;10.3;11.3;944;944;943;943;943;1.27;1.58;2.23;3.63;2.75
6.6;5.7;0;0;0;0.2;82;88;84;80;79;3.6;1.8;3.4;4.4;7.9;949;949;948;948;948;0.38;0.48;0.1;0.18;0.28
19.5;4.9;1;9.2;2.76;0.1;91;87;84;87;88;1.8;4.8;5.1;5.8;7;948;948;948;948;949;0.13;0.27;0.27;0.3;0.35
7.5;1.6;0;0;0;1.1;52;51;53;59;64;17.5;17.5;16.7;14.8;12.8;948;947;947;948;948;0.52;0.52;0.53;0.83;1.03
1.3;1.3;0;0;0;1.3;65;77;77;76;75;5.8;1.7;1.5;1.3;1.7;807;667;667;800;800;0.78;0.72;0.85;0.68;0.35
4.1;3.6;0;0;0;3.6;56;58;64;68;67;2.2;2.9;1.6;0;0.1;951;951;951;951;951;0.87;0.55;0.58;0.03;0.37
0.2;0.2;0;0;0;0.2;62;61;58;58;56;2.4;2.6;2.5;2.3;2.2;950;950;950;950;951;0.63;0.65;0.82;0.95;0.87
0.1;0.1;0;0;0;0.1;71;78;68;62;62;0.4;-3.9;-1.2;2.4;2.4;950;950;950;949;950;0.37;0.22;0.12;0.65;0.63
21.8;6.7;1;7.5;4.2;6.7;59;49;46;44;44;5.4;7.9;10.6;8.6;7.6;948;948;948;948;949;0.48;0.62;0.63;0.72;0.93
0.6;0.5;0;0;0;0.5;42;47;51;57;66;9.5;8.4;5.8;6.7;4.1;950;951;951;952;951;0.75;0.63;0.63;0.57;0.92
0.5;0.4;0;0;0;0.1;50;43;40;42;47;9.3;10;9.7;9.5;8.4;951;950;950;950;951;0.48;0.62;0.65;0.75;0.63
6.8;2.4;1;0.7;0.17;0.4;22;26;29;33;39;12.9;13.3;12.9;11.5;10;949;949;950;951;951;0.43;0.72;0.65;0.72;0.52
7.4;3.1;1;1.3;0.157361063;1.6;67;68;67;62;61;3.4;2.7;2.6;3.9;3;950;950;950;950;950;1.48;1.33;1.2;1.05;1.02
1.7;1.7;0;0;0;1.7;33;42;49;53;57;12.7;11.6;10;8.2;5.8;949;950;950;951;950;1.15;1.32;1.42;1.42;1.4
0.1;0.1;0;0;0;0.1;69;64;61;57;51;3;6.3;6.5;7.6;9.4;950;950;950;950;950;0.48;0.08;0.13;0.17;0.18
3.1;1.1;0;0;0;0.2;74;72;74;69;64;1.6;2.5;2.2;3;6.3;950;950;950;950;950;0.47;0.12;0.07;0.48;0.08
0.1;0.1;0;0;0;0.1;35;37;40;43;43;12.6;9.9;7.8;6.2;5.2;947;948;948;948;948;1.07;1.2;1.25;1.02;1.18
54.2;6.3;1;30.5;5.03;3.2;25;29;35;37;40;16;14.3;12.6;9.9;7.8;946;947;947;948;948;0.85;1.12;1.07;1.2;1.25
0.9;0.7;0;0;0;0.2;50;46;53;58;55;5.8;7.1;5.1;2.4;4.7;945;944;944;944;944;0.72;0.63;0.52;0.35;0.25
1.1;1;0;0;0;0.1;37;34;32;30;31;12.8;13.7;14.3;15.2;15.8;944;944;944;943;943;0.58;0.47;0.6;0.63;0.73
0.3;0.3;0;0;0;0.3;56;53;48;40;38;8.3;8.8;10;11.4;12.6;945;945;945;945;945;2.05;2.4;1.73;1.4;0.72
0.1;0.1;0;0;0;0.1;60;59;56;53;48;7.8;7.8;8.3;8.8;10;945;945;945;945;945;0.92;1.67;2.05;2.4;1.73
0.3;0.3;0;0;0;0.3;58;59;60;59;56;7;7.7;7.8;7.8;8.3;946;945;945;945;945;1.58;1.18;0.92;1.67;2.05
0.1;0.1;0;0;0;0.1;79;83;83;83;79;6.2;5.2;5.1;5.2;5.2;947;948;948;947;947;1.63;1.88;1.75;1.35;1.65
9.7;4.4;1;4;3.5;1.8;73;76;79;83;83;8;7;6.2;5.2;5.1;946;947;947;948;948;0.98;1.32;1.63;1.88;1.75
0.1;0.1;0;0;0;0.1;66;65;65;66;69;9.4;9.5;9.2;8.4;8.3;946;946;946;946;946;0.7;0.65;0.53;0.88;1.07
3.1;3;0;0;0;0.1;35;35;40;41;45;15.3;16.4;16.1;15.7;14.6;946;946;946;947;947;1.72;1.65;1.53;1.42;1.02
2;1.2;0;0;0;0.8;47;44;42;35;35;12.3;12.7;13.6;15.3;16.4;946;946;946;946;946;0.65;0.7;1.1;1.72;1.65
0.5;0.5;0;0;0;0.5;47;46;46;46;39;8.4;9.6;9.8;9.9;11.8;944;943;943;943;943;1.63;1.03;1.13;1.08;1.25
1.1;0.8;0;0;0;0.8;43;42;42;45;48;10.1;9.6;9.8;8.9;7.5;939;939;939;940;940;1.07;1.73;1.95;1.77;2.05
0.8;0.6;0;0;0;0.2;64;65;61;55;55;10.7;10.7;11.3;10.6;10.2;944;944;944;944;944;0.53;0.53;0.58;0.22;0.45
3;1.6;0;0;0;1.2;73;71;81;73;67;6.8;6.9;5.7;7.5;9.2;944;944;944;944;944;0.52;0.47;0.33;0.28;0.27
1.6;0.8;0;0;0;0.8;72;71;73;68;67;7.6;7.6;7;8.2;8.3;940;940;940;941;941;0.92;0.88;0.63;0.6;0.7
0.4;0.3;0;0;0;0.1;68;77;86;90;94;10.5;9.7;8;8.1;7.3;939;939;940;940;940;2.25;1.83;2;1.12;0.88
0.3;0.3;0;0;0;0.3;95;94;94;95;93;3.9;3.5;3.6;3.5;3.8;937;937;938;938;938;1.92;1.65;1.88;1.95;1.95
3.1;1.9;0;0;0;0.3;91;90;94;95;94;6.5;6.2;4.7;3.9;3.5;936;936;936;937;937;1.65;1.63;1.72;1.92;1.65
4;1.4;0;0;0;0.4;58;62;65;67;70;10.1;9.7;9.4;9.1;8.1;946;946;946;946;945;1.83;1.6;1.5;1.45;1.53
0.2;0.1;0;0;0;0.1;69;67;66;66;64;6.1;6.1;6.6;7.2;6.6;947;946;947;947;947;1.58;1.83;1.33;1.03;1.45
0.5;0.5;0;0;0;0.5;64;66;68;71;70;7.8;6.8;6.3;5.9;6.1;948;947;947;947;947;1.97;2.45;2.07;1.68;1.4
0.1;0.1;0;0;0;0.1;60;61;60;64;66;10.5;9.9;9.8;7.8;6.8;947;947;948;948;947;1.68;1.85;1.73;1.97;2.45
0.1;0.1;0;0;0;0.1;72;71;68;65;65;7;7.3;8.2;9.1;9.6;947;947;947;947;947;0.95;0.8;0.8;0.87;1.03
2.3;0.8;0;0;0;0.2;75;74;72;71;68;7.4;7.4;7;7.3;8.2;947;947;947;947;947;0.57;0.73;0.95;0.8;0.8
4.7;1.7;0;0;0;1.6;59;61;66;71;75;10.2;9;7.6;7.1;6.8;947;947;947;947;947;1.3;1.8;1.68;1.5;1.18
0.6;0.6;0;0;0;0.6;70;70;72;70;70;8.5;8.1;8.7;8.9;8.6;946;946;946;947;947;1.02;1.3;0.73;0.93;0.94
0.1;0.1;0;0;0;0.1;88;86;85;85;87;7.5;7.4;7.9;8.3;9.3;944;945;945;945;944;0.85;0.87;1.12;1.02;1.17
0.2;0.1;0;0;0;0.1;56;55;58;62;68;11.1;10.4;9.8;9.2;8;943;944;944;945;945;0.88;1.62;1.88;1.72;1.7
0.8;0.4;0;0;0;0.4;70;71;64;56;55;9.7;9.5;10;11.1;10.4;944;943;943;943;944;0.67;0.73;0.82;0.88;1.62
0.1;0.1;0;0;0;0.1;84;84;79;77;77;7.1;6.6;6.4;6.2;6.5;943;943;943;942;942;0.72;0.67;0.75;1.6;1.13
0.9;0.6;0;0;0;0.3;78;81;84;84;79;8.7;7.8;7.1;6.6;6.4;943;943;943;943;943;1.03;1.05;0.72;0.67;0.75
0.1;0.1;0;0;0;0.1;75;68;66;64;68;9.8;11.3;11.6;11.4;11.3;943;943;943;943;943;1.33;1.13;0.77;0.77;0.82
7.1;2.7;1;0.5;2.2;2.7;60;58;56;56;55;12.5;12.3;12.5;12.3;13.2;946;946;946;946;946;0.75;1.17;1.12;1.4;0.87
3.8;1.4;0;0;0;1.1;80;80;85;84;87;8.9;9.6;8.8;8.9;9;933;933;933;933;933;0.8;0.68;0.47;0.57;0.47
2.9;2.7;0;0;0;0.2;63;80;89;87;84;3.6;4.9;4.7;5.4;5.5;938;937;937;937;937;1.83;1.07;0.37;0.43;0.6
0.3;0.2;0;0;0;0.2;45;52;56;63;80;2.6;2.5;2.7;3.6;4.9;940;939;938;938;937;2.08;1.75;1.62;1.83;1.07
12.6;4.5;1;5;6.470741;0.3;29;35;37;45;52;5.6;4.5;3.4;2.6;2.5;941;941;941;940;939;2.05;2.37;2.55;2.08;1.75
0.1;0.1;0;0;0;0.1;26;25;26;30;32;7.9;7.7;7;6.1;5.4;942;942;942;943;943;2.1;2.03;2.08;2.2;1.67
0.1;0.1;0;0;0;0.1;26;27;26;25;26;7.5;7.7;7.9;7.7;7;942;942;942;942;942;2.22;2.15;2.1;2.03;2.08
10;5.6;1;3.9;3.03;0.7;45;41;33;27;26;2.8;3.7;5;6.7;7.5;943;942;942;942;942;1.33;1.37;1.6;1.93;2.22
0.6;0.6;0;0;0;0.6;58;55;52;48;47;0;0.2;0.5;1.3;1.8;942;942;943;943;943;0.92;1.07;1.25;1.43;0.87
0.3;0.3;0;0;0;0.3;42;46;51;59;62;4.4;2.9;1.2;-0.2;-0.3;941;941;942;942;942;2.12;1.6;1.17;0.67;0.48
5.1;3.6;0;0;0;3.6;45;42;40;39;39;2.4;3.1;3.7;4.6;4.2;940;941;941;940;940;1.82;1.25;0.87;1.02;1.02
0.4;0.4;0;0;0;0.4;49;51;52;51;51;2.8;2.4;2;1.8;1.9;940;940;940;940;940;1.97;1.82;1.9;2.17;1.7
1.5;0.6;0;0;0;0.6;73;77;80;82;81;12.1;10.8;10.3;10.1;10.4;942;942;942;942;942;0.65;0.82;0.73;0.8;0.9
0.3;0.3;0;0;0;0.3;50;55;61;69;73;17;16.2;14.9;13.1;12.1;941;941;942;942;942;1.33;1.13;1.03;0.63;0.65
1;0.5;0;0;0;0.5;34;34;34;33;33;14.2;14.2;14.1;14.3;13.6;934;934;934;935;935;1.8;1.8;1.75;1.6;1.52
13.2;3.8;1;3;1.063209833;1.8;89;91;92;93;93;3.5;2.9;2.7;2.8;2.7;931;930;930;929;929;2.33;1.8;1.52;1.43;1.33
0.1;0.1;0;0;0;0.1;88;86;88;94;85;9.1;10.5;10.2;9.8;11;941;941;941;941;941;0.27;0.32;0.6;0.35;0.48
4.2;2.1;0;0;0;2;68;60;55;57;56;11.7;13.4;14.5;14.5;14;946;946;945;945;944;0.52;0.77;1.05;1.18;2.42
0.2;0.2;0;0;0;0.2;33;29;25;30;35;20.5;21.4;22.6;22.1;21.2;941;941;941;942;942;1.13;1.95;1.6;1.9;1.9
2.8;2.2;0;0;0;2.2;52;52;51;48;53;16.6;16.8;17.2;18.1;17.3;944;944;944;944;944;0.28;0.42;0.1;0.78;0.17
5.6;2.5;1;0.5;2.5;2.3;16;17;22;23;31;28.5;27.6;26.8;25.8;23.4;941;941;942;943;944;1.67;1.32;1.07;1.07;1.32
1.9;1.2;0;0;0;0.2;28;27;26;25;20;21.9;22.4;22.9;24;25.1;942;942;942;942;941;0.72;0.88;0;0.2;0.55
0.1;0.1;0;0;0;0.1;15;15;12;12;14;28.9;28.9;30.7;30.4;30.6;942;942;942;942;942;1.65;1.65;1.12;1.77;1.5
0.2;0.2;0;0;0;0.2;63;64;63;61;57;13.6;13.4;13.5;14;14.5;939;939;939;939;939;0.58;0.68;1;1.27;1.12
0.4;0.4;0;0;0;0.4;45;50;63;64;63;18.1;16.9;13.6;13.4;13.5;939;939;939;939;939;0.92;0.87;0.58;0.68;1
28;5.5;1;11.7;4.04;0.4;38;41;41;40;38;14.8;13.8;13.8;14.2;14.9;946;946;946;945;945;1.73;1.27;1.17;1.33;1.3
1.3;0.5;0;0;0;0.1;41;36;32;30;29;16;16.9;17.2;18.1;19.2;936;936;936;936;936;0.92;0.78;1.48;1.62;1.05
0.2;0.2;0;0;0;0.2;41;45;51;58;62;17.3;16.6;15.1;14;13;938;937;938;938;937;2.57;2.62;2.7;3.02;2.03
1.4;1;0;0;0;1;31;34;35;41;45;19.2;18.6;18.1;17.3;16.6;937;938;938;938;937;2.32;2.77;3.1;2.57;2.62
0.1;0.1;0;0;0;0.1;52;50;47;45;41;14.2;14.8;15.7;16.6;17.1;940;940;940;940;939;0.58;0.53;0.85;0.65;1.08
0.1;0.1;0;0;0;0.1;58;54;52;50;47;12.9;13.9;14.2;14.8;15.7;940;940;940;940;940;0.37;0.2;0.58;0.53;0.85
0.1;0.1;0;0;0;0.1;59;63;58;54;52;12.8;11.5;12.9;13.9;14.2;940;940;940;940;940;0.15;0.18;0.37;0.2;0.58
2.1;0.8;0;0;0;0.1;30;36;38;41;43;21.2;20.4;19.3;18.4;16.4;940;941;941;941;941;2.18;1.67;2.15;1.27;0.68
0.3;0.3;0;0;0;0.3;38;47;55;50;50;19.1;15.5;12.8;13.9;14.2;945;945;944;944;944;0.57;0.47;0.5;0.25;0.32
0.2;0.1;0;0;0;0.1;22;25;28;33;37;26.1;25.1;23.7;22.2;20.5;943;944;944;944;945;1.68;1.27;1.02;1.25;1.25
0.9;0.7;0;0;0;0.2;18;18;20;22;25;28.4;28;27.1;26.1;25.1;942;942;942;943;944;2.07;2.18;1.6;1.68;1.27
0.1;0.1;0;0;0;0.1;37;35;31;27;27;19.2;20.1;21.1;22.6;22.6;945;945;945;944;944;1.55;1.73;2.05;2.08;2.08
0.1;0.1;0;0;0;0.1;41;40;37;35;31;18.2;18.6;19.2;20.1;21.1;945;945;945;945;945;1.05;1.45;1.55;1.73;2.05
0.4;0.2;0;0;0;0.2;29;28;21;21;22;22.2;22.9;24.7;25.6;26.3;944;945;945;945;944;0.95;1.03;1.27;1.3;1.37
0.1;0.1;0;0;0;0.1;24;31;36;36;35;23.8;22.1;20.9;20.3;20.7;945;945;945;945;945;2.1;1.38;1.1;1.22;0.85
0.1;0.1;0;0;0;0.1;19;21;24;27;29;26.8;25.4;24;22.9;22.4;942;942;942;942;942;1.23;1.3;1.08;0.63;0.48
34.7;5.5;1;16.2;4.12;0.1;14;17;19;21;24;31.1;29.3;26.8;25.4;24;942;942;942;942;942;0.87;0.82;1.23;1.3;1.08
7.9;2.4;0;0;0;1.2;11;14;15;18;20;33.7;32.5;30.6;28.4;26.9;943;943;943;943;943;1.02;1.37;1.65;1.6;1.62
0.2;0.2;0;0;0;0.2;23;24;22;20;22;25.1;25.1;25.7;26.9;26.5;944;944;944;943;943;1.48;1.23;1.03;1.07;0.3
1.3;0.7;0;0;0;0.1;28;26;23;24;22;24.1;24.4;25.1;25.1;25.7;944;944;944;944;944;1.2;1.27;1.48;1.23;1.03
2.3;2;0;0;0;2;31;30;30;28;25;17.7;18.6;19.7;20.9;22;939;939;939;939;939;0.97;1.15;0.85;0.55;1.12
2.4;1.8;0;0;0;0.6;23;22;20;19;19;26.1;27.3;28.7;30;30.6;942;941;941;941;941;1.07;1.93;2.48;2.65;2.6
0.1;0.1;0;0;0;0.1;30;27;23;23;22;23.1;24.1;25.4;26.1;27.3;942;942;942;942;941;0.17;0.52;1.1;1.07;1.93
0.5;0.2;0;0;0;0.1;15;13;11;7;5;24.8;26.3;27.4;29.4;32.1;942;941;941;941;940;0.7;0.12;0.1;0.97;1.65
2.9;1.4;0;0;0;1.4;50;44.5;39;34;26;18.2;19.35;20.5;22.1;24.5;947;946;945;944;944;2.95;2.665;2.38;2.53;2.28
0.1;0.1;0;0;0;0.1;51;53;52;53;53;15.7;15.5;15.7;15.7;16.1;948;948;948;948;948;1.53;1.42;1.87;2;2.05
0.2;0.2;0;0;0;0.2;18;16.5;15;15;11;26;27.55;29.1;31.1;33.2;943;943;943;943;943;0.37;0.375;0.38;0.48;1.02
0.2;0.1;0;0;0;0.1;24;27;29;30;30;27.5;25.4;23.7;22.2;21.1;943;943;944;944;944;1.28;1.05;1.07;1.03;0.92
0.1;0.1;0;0;0;0.1;9;10;11;13;17;34.9;34.2;33.6;32.7;30.9;941;941;941;942;942;1.25;1.58;1.3;1.22;1.2
1.9;0.9;0;0;0;0.9;6;8;9;10;11;35.3;35.1;34.9;34.2;33.6;940;940;941;941;941;1.08;1.33;1.25;1.58;1.3
0.5;0.3;0;0;0;0.1;10;10;12;14;16;34.5;34.1;32.4;31.3;29.4;944;944;945;945;945;1.32;1.37;1.32;1.35;1.47
1;0.7;0;0;0;0.3;15;11;10;8;7;24;24.8;25.7;27.1;28.2;943;943;944;944;943;1.03;1.17;0.97;0.87;1.02
0.6;0.2;0;0;0;0.1;14;16;16;17;19;30.4;28.6;26.2;24.8;23.7;943;943;943;943;943;2.18;1.83;1.73;1.1;0.63
0.2;0.1;0;0;0;0.1;5;7;7;8;10;36.5;36.3;36.1;35.4;34.4;941;941;942;942;942;1.38;1.65;1.55;1.43;1.45
0.1;0.1;0;0;0;0.1;21;21;16;16;15;24.8;24.9;26.7;27.3;28.4;944;944;944;943;943;0.82;0.1;0.78;0.52;0.35
0.6;0.4;0;0;0;0.1;21;18;15;6;5;23.6;24.6;25.7;27.4;29.5;943;943;942;942;942;0.05;0.35;1;1.95;1.65
2.3;2.1;0;0;0;0.1;16;14;9;7;6;22.9;24.5;27;28.5;29.4;943;943;943;943;943;0.4;0.15;0.37;0.4;0.33
0.1;0.1;0;0;0;0.1;18;19;27;35;42;30.7;30.3;28.8;27;24.9;939;940;940;941;941;1.78;1.52;1.23;1.15;1.27
0.9;0.9;0;0;0;0.9;19;18;14;15;15;29;30.8;31.9;32.2;31.9;938;938;938;938;938;1.98;1.13;1.47;1.45;1.65
1.4;0.8;0;0;0;0.1;9;11;13;15;18;31.7;31.1;30.3;29.3;28.1;939;939;939;940;940;2.18;2.12;1.98;1.72;1.22
0.7;0.6;0;0;0;0.6;25;20;11;6;8;26.2;27.9;30.4;33.1;34;939;939;939;939;939;0.32;0.7;0.2;0.92;1.33
0.2;0.2;0;0;0;0.2;11;11;12;13;16;33.3;33.1;32.5;31.6;30.2;940;940;941;941;941;1.75;1.77;1.57;1.52;1.27
0.1;0.1;0;0;0;0.1;26;20;19;21;17;25.5;26.6;27.5;27.3;28.8;941;940;940;940;940;1.25;1.23;1.13;0.4;0.45
0.1;0.1;0;0;0;0.1;23;23;22;19;18;20.2;20.2;21.4;23.5;25;938;938;938;937;937;0.88;0.88;1.2;1.78;2.23
0.1;0.1;0;0;0;0.1;55;53;52;49;47;13.1;13.6;14.2;15;15.8;942;942;942;942;942;1;1.45;1.25;1.4;1.55
4.2;1;0;0;0;0.3;15;18;22;26;32;27;25;23.9;22.2;20.1;943;943;945;945;945;1;1.23;1.05;1;1.27
0.8;0.6;0;0;0;0.6;32;30;25;19;14;20.5;21.8;23.1;25;28;944;944;943;942;942;0.05;0.1;0.28;0.15;0.58
0.2;0.1;0;0;0;0.1;33;31;29;26;28;18.8;19.4;20.2;20.8;20.5;944;943;944;944;944;0.58;0.82;1.27;1.4;0.87
0.7;0.3;0;0;0;0.2;29;30;35;36;34;22.4;20.3;18.3;17.7;18.1;945;945;945;945;944;1.15;1.38;0.85;0.9;0.7
0.4;0.4;0;0;0;0.4;17;21;26;30;29;28.4;27.4;25.4;23.7;22.4;944;944;944;945;945;1.47;1.13;1.05;0.83;1.15
0.9;0.9;0;0;0;0.9;9;10;12;17;21;31.2;30.9;29.7;28.4;27.4;943;943;944;944;944;1.68;1.65;1.38;1.47;1.13
0.1;0.1;0;0;0;0.1;26;21;17;12;10;21.8;23.8;25.3;27.7;30;943;943;943;943;942;0.1;0.22;0.43;0.28;0.98
6.2;1.6;0;0;0;0.4;31;40;37;35;29;19.5;16.3;16.7;17.6;19.3;943;943;943;943;943;0.42;0.5;0.23;0.08;0.23
10.1;3.7;1;2.7;1.37;0.5;29;34;38;37;36;23.6;21.6;19.7;19.6;19.7;942;942;942;942;942;1.73;1.58;1.5;1.13;0.85
1.4;1.2;0;0;0;1.2;16;17;17;17;18;32.4;31.6;31.2;31.2;30.3;940;940;940;941;941;0.92;1.15;1.4;1.37;1.42
0.1;0.1;0;0;0;0.1;34;31;24;21;18;23.4;25.1;27.3;28.8;30.3;940;940;940;940;939;2.18;2.85;1.3;0.47;0.83
5.4;1.6;0;0;0;0.1;79;87;80;79;84;2.1;0.8;0.2;-0.2;-1.1;938;939;939;939;939;0.85;0.87;0.53;0.45;0.18
1.5;0.5;0;0;0;0.3;100;99;99;99;98;1.9;2;2;1.9;1.9;934;934;935;935;935;0.57;0.78;0.87;0.9;1.38
4.8;1.9;0;0;0;0.4;80;63;48;43;41;4.3;5.2;6.8;7;7.8;934;934;934;934;935;1.92;2.05;1.87;2.1;2.18
0.9;0.5;0;0;0;0.4;86;85;85;83;83;7.8;8.3;8.5;8.8;9.1;927;928;870;800;826;3.5;3.4;3.17;3.38;3.52
1.6;0.3;0;0;0;0.2;66;68;67;61;61;2.8;3.3;3.9;4.4;5.6;941;941;941;941;941;0.45;0.37;0.48;0.43;0.48
0.4;0.1;0;0;0;0.1;41;38;38;39;42;11.9;12.9;13.3;12.8;11.9;940;939;940;940;940;0.37;0.53;0.52;0.73;0.78
0.1;0.1;0;0;0;0.1;56;53;50;48;47;7.5;8.2;8.9;9.5;10.2;941;941;940;940;940;0.3;0.32;0.3;0.37;0.5
0.1;0.1;0;0;0;0.1;64;62;56;53;50;6.2;6.9;7.5;8.2;8.9;941;941;941;941;940;0.15;0.3;0.3;0.32;0.3
0.1;0.1;0;0;0;0.1;48;55;60;66;70;10.8;8.9;7.9;5.8;4.4;942;942;942;942;941;0.75;0.82;0.6;0.53;0.18
0.1;0.1;0;0;0;0.1;42;45;48;55;60;12.2;11.7;10.8;8.9;7.9;941;941;942;942;942;1.07;0.83;0.75;0.82;0.6
0.4;0.2;0;0;0;0.2;30;34;39;42;52;15.2;15;13.9;13.1;10.1;947;947;947;947;947;1.4;1.15;0.88;0.55;0.93
0.1;0.1;0;0;0;0.1;36;31;30;29;30;11.9;13.8;15.1;15.6;15.2;947;947;947;947;947;0.05;0.48;1.07;1.23;1.4
0.2;0.1;0;0;0;0.1;58;58;57;59;58;3.6;3.5;3.7;3.5;3.7;950;949;949;949;949;0.87;0.65;0.47;0.72;0.88
0.2;0.1;0;0;0;0.1;38;46;54;58;58;11.7;7.9;4.9;3.6;3.5;950;950;950;950;949;0.68;0.93;1.15;0.87;0.65
0.1;0.1;0;0;0;0.1;20;25;32;38;46;16.4;15.8;14.3;11.7;7.9;948;949;950;950;950;1.12;1;0.72;0.68;0.93
0.1;0.1;0;0;0;0.1;44;41;37;34;32;5.9;6.9;8.2;9.4;9.7;948;948;949;948;948;0.58;0.32;0.4;0.02;0
0.1;0.1;0;0;0;0.1;51;49;47;44;41;3.7;4.5;5.3;5.9;6.9;948;948;948;948;948;0.6;0.48;0.32;0.58;0.32
0.2;0.1;0;0;0;0.1;47;47;46;46;44;5.8;5.7;6.6;6.9;7.6;948;947;947;947;947;0.77;0.5;0.45;0.47;0.47
