Volume;MaximumRainfallIntensity;Runoff;RunoffVolume;MaximumRunoffIntensity;P-0;HR-1;HR-2;HR-3;HR-4;HR-5;T-1;T-2;T-3;T-4;T-5;PB-1;PB-2;PB-3;PB-4;PB-5;VV-1;VV-2;VV-3;VV-4;VV-5
1;0.4;0;0;0;0.1;36;39;41;43;45;18.7;19.4;19.4;19;18.4;935;935;935;935;935;2.12;2.07;1.4;1.02;0.88
0.3;0.1;0;0;0;0.1;30;26;29;36;36;14.3;16.3;17.1;15.9;16.2;937;937;936;936;936;1.8;1.75;1.78;1.2;1.93
0.1;0.1;0;0;0;0.1;58;51;47;37;30;10.2;10.8;11.3;13.1;14.3;939;939;939;938;937;1.57;2.32;2.73;2.13;1.8
0.1;0.1;0;0;0;0.1;62;61;58;51;47;8.5;9.9;10.2;10.8;11.3;939;939;939;939;939;0.77;1;1.57;2.32;2.73
0.1;0.1;0;0;0;0.1;57;58;59;62;61;8.6;8.4;8.8;8.5;9.9;940;940;939;939;939;0.23;0.82;0.93;0.77;1
0.1;0.1;0;0;0;0.1;35;38;39;41;43;16.3;14.9;14.3;13.2;11.9;942;942;942;942;942;1.85;2.15;2.2;2.25;1.7
0.1;0.1;0;0;0;0.1;27;27;29;29;32;20.3;19.8;19.4;18.9;17.3;942;942;942;942;942;1.75;1.55;1.68;1.58;1.85
0.1;0.1;0;0;0;0.1;39;36;34;29;26;16.8;18.2;20;21.2;23;943;943;944;943;943;1.23;1.3;1.65;1.58;1.52
0.1;0.1;0;0;0;0.1;47;45;43;41;39;13.9;14.8;15.3;16.1;16.8;943;943;943;943;943;0.67;0.95;0.7;0.82;1.23
0.1;0.1;0;0;0;0.1;46;49;49;47;45;14.5;13.4;13.1;13.9;14.8;943;943;943;943;943;1.18;0.85;0.77;0.67;0.95
0.1;0.1;0;0;0;0.1;39;43;46;49;49;18.1;15.9;14.5;13.4;13.1;943;943;943;943;943;1.43;1.4;1.18;0.85;0.77
0.1;0.1;0;0;0;0.1;27;33;39;43;46;23.3;20.8;18.1;15.9;14.5;943;943;943;943;943;1.25;1.4;1.43;1.4;1.18
0.1;0.1;0;0;0;0.1;20;23;27;33;39;27.2;25.3;23.3;20.8;18.1;942;942;943;943;943;1.33;1.27;1.25;1.4;1.43
0.2;0.1;0;0;0;0.1;16;20;20;23;27;29.2;28;27.2;25.3;23.3;941;941;942;942;943;1.73;1.6;1.33;1.27;1.25
0.1;0.1;0;0;0;0.1;17;17;16;16;16;29;29.6;29.5;29.3;29.2;940;940;940;940;941;0.9;1.05;1.27;1.67;1.73
0.1;0.1;0;0;0;0.1;45;44;41;37;31;17.1;17.6;18.3;19.5;20.7;940;940;940;941;941;0.97;1.08;1.02;0.95;1.12
0.1;0.1;0;0;0;0.1;43;45;47;47;45;18.8;17.1;15.8;16.1;17.1;940;940;940;940;940;1.25;1.23;1.2;1;0.97
0.1;0.1;0;0;0;0.1;26;26;30;35;39;27.3;27.3;25;22.5;20.9;939;939;939;939;940;1;1;0.95;1.13;1.22
0.1;0.1;0;0;0;0.1;65;66;67;61;54;15.3;14.1;13.4;14.6;15.7;935;934;934;934;933;3.92;3.15;2.22;2.32;2.25
2;0.6;0;0;0;0.2;32;33;31;33;34;22.9;22;21.3;20.3;19.5;939;939;939;939;939;3.18;2.83;2.57;2.47;2.2
0.1;0.1;0;0;0;0.1;38;35;34;31;30;21.8;22.7;23.4;24.1;24.9;938;937;937;937;937;1.62;2.02;2.13;2.63;3
0.1;0.1;0;0;0;0.1;50;45;41;38;35;18.8;19.8;20.9;21.8;22.7;938;938;938;938;937;0.35;0.68;1.58;1.62;2.02
0.1;0.1;0;0;0;0.1;45;46;48;50;50;17.8;17;15.9;15.2;14.6;939;939;939;938;938;1.65;0.9;0.85;0.17;0.1
0.1;0.1;0;0;0;0.1;42;44;45;46;48;19.9;18.7;17.8;17;15.9;939;939;939;939;939;2.4;1.83;1.65;0.9;0.85
0.1;0.1;0;0;0;0.1;29;34;37;40;45;23.1;21.8;20.9;19.3;18.1;942;943;943;943;943;1.85;2;1.57;1.45;1.08
1.1;0.3;0;0;0;0.2;24;24;27;29;34;25.6;25;24.1;23.1;21.8;941;942;942;942;943;1.77;1.92;2.03;1.85;2
0.1;0.1;0;0;0;0.1;41;39;35;31;28;19.8;20.6;21.6;22.4;23.5;941;942;942;941;941;0.38;0.45;0.8;0.83;1.4
0.2;0.2;0;0;0;0.2;38;42;44;48;50;20.2;18.3;17.1;16;15.8;942;942;942;942;941;0.92;0.58;0.63;0.17;0.13
0.3;0.2;0;0;0;0.2;34;27;27;26;26;21;21.6;22.1;23;23;939;939;939;939;939;0.97;1.27;0.87;1.08;1.08
0.2;0.2;0;0;0;0.2;47;43;39;35;35;19.8;20.2;21.7;23.4;23.4;942;942;942;942;942;1.73;1.93;2.15;2.37;2.37
0.2;0.1;0;0;0;0.1;51;49;47;43;39;18.6;18.8;19.8;20.2;21.7;942;942;942;942;942;1.32;1.35;1.73;1.93;2.15
1.3;0.9;0;0;0;0.9;31;35;40;44;49;23.2;20.9;19.8;18.7;18;943;943;943;943;943;1.23;1.92;1.52;1.2;1.18
0.1;0.1;0;0;0;0.1;27;24;22;23;23;27.8;29.7;31.3;31.7;32.7;942;941;940;940;940;0.87;0.98;0.8;0.97;1.58
0.7;0.2;0;0;0;0.1;26;26;27;24;22;25.6;26.7;27.8;29.7;31.3;942;942;942;941;940;1.32;1.6;0.87;0.98;0.8
0.1;0.1;0;0;0;0.1;46;46;45;43;36;21;20.6;20.7;21.4;22.9;943;943;943;942;942;1.03;1.15;0.65;0.88;1.02
0.1;0.1;0;0;0;0.1;33;42;46;46;45;24.1;22.1;21;20.6;20.7;943;943;943;943;943;1.57;1.07;1.03;1.15;0.65
0.1;0.1;0;0;0;0.1;23;26;27;33;42;28.9;27.5;26.4;24.1;22.1;942;943;943;943;943;1.18;0.88;1.13;1.57;1.07
22.2;3.8;1;7.7;2.21;0.1;20;22;23;26;27;32;31.3;28.9;27.5;26.4;942;942;942;943;943;1.14;1.13;1.18;0.88;1.13
7.3;1.7;0;0;0;0.4;17;18;20;23;27;32.7;31.8;30.3;28.6;25.9;941;941;941;941;942;2.02;1.6;1.53;0.87;1.02
1.8;0.6;0;0;0;0.6;31;33;32;31;29;25.4;24.4;24.6;25.4;26.5;940;939;939;939;939;1.02;0.68;0.62;0.72;0.75
0.1;0.1;0;0;0;0.1;16;16;18;21;22;36.5;35.9;35.3;33.8;32.6;938;939;939;940;940;2.63;2.73;1.98;1.85;1.08
0.1;0.1;0;0;0;0.1;15;16;16;16;18;36.8;36.7;36.5;35.9;35.3;938;938;938;939;939;2.62;2.45;2.63;2.73;1.98
0.1;0.1;0;0;0;0.1;16;16;15;16;16;34.9;36;36.8;36.7;36.5;938;938;938;938;938;1.9;2.77;2.62;2.45;2.63
1.2;1.2;0;0;0;1.2;38;46;47;49;53;22.3;20.4;18.7;16.1;14.3;942;942;942;942;942;1.12;0.83;0.75;1.05;1.27
1.9;1.1;0;0;0;1.1;33;31;27;26;23;18.9;19.9;21.6;22.3;23.7;939;939;939;939;939;0.2;0.08;0.63;0.38;0.53
0.1;0.1;0;0;0;0.1;23;25;27;30;32;24.9;23.6;22.4;20.5;19.2;938;938;939;939;939;2.02;1.28;0.5;0.48;0.25
2.5;1.7;0;0;0;0.7;27;23;21;21;21;29.8;31.1;32.8;32.6;32.4;940;939;939;939;939;1.22;1.17;0.95;1.03;1.43
0.1;0.1;0;0;0;0.1;50;47;44;35;28;24.4;25.3;26.2;27.6;28.8;940;940;940;940;940;1.83;2.63;1.78;1.53;0.95
0.5;0.3;0;0;0;0.1;26;25;24;23;22;24.4;25.2;26.5;27.8;28.9;940;940;940;939;939;0.2;0.03;0.22;0.48;1.05
2.4;1.2;0;0;0;1.2;19;15;14;13;13;25.8;28.3;29.8;31.1;32.6;939;939;939;938;938;0.5;0.58;1.22;1.22;2.45
0.1;0.1;0;0;0;0.1;66;62;52;28;19;21.2;22.5;24;24.9;25.8;940;940;940;940;939;1.28;3.07;2.58;0.87;0.5
0.1;0.1;0;0;0;0.1;51;57;60;66;69;22.8;21.6;20.9;20.5;20.3;941;941;941;941;941;1.17;1.17;1.43;1;0.85
0.2;0.2;0;0;0;0.2;61;59;54;49;44;17.4;18.5;19.7;20.9;22.1;945;945;944.5;944;943;2.27;2.45;2.34;2.23;2.52
0.1;0.1;0;0;0;0.1;25;27;24;20;18;25.8;25.6;27.3;30.3;32.7;943;943;943;943;942;0.62;0.08;0.265;0.45;0.68
0.1;0.1;0;0;0;0.1;20;21;24;29;33;33.1;31.7;30.8;29.2;27.2;942;943;943;944;944;1.38;1.65;1.57;0.97;1.12
2.9;1.7;0;0;0;0.9;19;18;19;20;21;33.7;34.5;33.5;33.1;31.7;941;941;942;942;943;1.4;1;1.2;1.38;1.65
0.2;0.1;0;0;0;0.1;16;16;19;22;25;35;34.5;34;33;31.3;938;938;938;939;939;0.93;1.48;1.68;1.43;0.97
0.1;0.1;0;0;0;0.1;29;26;24;22;23;25.5;26.5;27.9;29.1;29.5;941;941;940;940;939;1.42;1.9;1.65;1.4;0.58
1;0.9;0;0;0;0.1;26;26;25;24;22;25.7;26.5;27.2;28.1;28.9;942;943;942;943;943;1.45;1.55;1.77;1.6;1.3
1.2;0.5;0;0;0;0.1;21;24;27;28;28;30.2;28;25.7;24.4;23.7;943;943;943;943;943;0.95;0.73;0.85;0.92;1.25
0.1;0.1;0;0;0;0.1;13;14;15;16;19;36.9;36.8;36;34.2;32.3;941;942;942;942;943;2.4;1.3;1.1;1.13;1.18
0.3;0.2;0;0;0;0.1;12;13;13;14;15;38.4;37.9;36.9;36.8;36;940;940;941;942;942;1.5;1.66;2.4;1.3;1.1
0.2;0.1;0;0;0;0.1;28;28;27;22;19;25.3;26;27.3;29.2;31;941;941;940;940;940;0.97;0.67;0.88;1.65;1.73
0.1;0.1;0;0;0;0.1;14;16;15;14;14;33.7;35;35.8;36.1;36;939;939;939;939;940;2.13;1.8;1.56;1.83;1.68
0.1;0.1;0;0;0;0.1;19;17;15;14;16;30.6;31.6;32.6;33.7;35;940;940;940;939;939;1.33;1.58;1.63;2.13;1.8
0.1;0.1;0;0;0;0.1;32;31;30;24;20;25.5;25.8;26.4;27.9;29.4;941;941;941;941;941;1.17;1.24;1.12;0.95;0.97
0.3;0.3;0;0;0;0.3;22;24;27;31;37;31.4;30.5;29.6;28;25.6;939;939;940;940;940;2.36;2.15;1.6;0.97;1.13
1.8;1.8;0;0;0;1.8;25;22;22;21;21;29.7;32.2;32.4;32.7;32.2;937;937;937;938;938;1.18;1.3;1.82;1.76;2.35
0.3;0.3;0;0;0;0.3;50;55;53;41;41;22.9;22.9;23.1;24.9;25;939;939;938;939;939;0.53;0.58;0.68;1.08;1.88
3.2;1;0;0;0;0.6;26;27;28;30;32;26;25.6;25;24.2;23.2;940;940;940;940;941;1.3;1.42;1.2;1.25;1.07
0.8;0.5;0;0;0;0.5;56;54;52;49;47;14.9;15.4;16.4;17.3;18.1;942;942;942;942;942;1.03;1.27;1.35;1.35;1.6
0.6;0.3;0;0;0;0.3;48;54;58;60;58;17.7;15.7;14.2;13.8;14.5;943;943;943;942;942;1.27;1.42;1.52;1.12;1.03
0.3;0.3;0;0;0;0.3;26;29;34;41;48;25;23.7;22.2;19.9;17.7;942;943;943;943;943;1.22;1.03;0.95;1.3;1.27
0.1;0.1;0;0;0;0.1;21;22;24;26;29;28.4;27.6;25.7;25;23.7;941;941;942;942;943;1.04;0.93;1.45;1.22;1.03
1;0.8;0;0;0;0.8;31;31;28;22;21;22.2;23.1;25.1;27.9;29.4;941;941;941;941;941;0.03;0;0;0.32;0.6
6.1;1.6;0;0;0;0.4;40;43;44;43;41;19.7;17.9;17.1;17.8;18.6;943;942;942;942;942;0.88;1;0.9;0.88;0.8
0.1;0.1;0;0;0;0.1;17;18;18;19;21;31.2;31;30.8;30.2;29.3;940;940;941;941;942;2.12;2.08;1.83;1.77;1.67
10.1;3.4;1;1.7;0.75;0.5;27;30;34;35;32;25;22.9;20.1;18.7;19.8;941;941;941;941;941;0.52;0.27;0.35;0.1;0.23
0.1;0.1;0;0;0;0.1;34;29;26.5;24;22;24.1;25.3;26.45;27.6;29.1;939;939;939;939;939;1.12;0.9;0.61;0.32;0.57
0.1;0.1;0;0;0;0.1;42;40;38;37;34;20.8;21.4;22.1;22.8;24.1;940;939;939;939;939;1.08;1.12;1.25;1.25;1.12
0.1;0.1;0;0;0;0.1;40;45;47;46;45;22.9;21;19.7;19.5;20.1;940;940;940;940;939;1.67;1.67;1.43;1.13;1.17
3.1;0.8;0;0;0;0.3;81;88;88;94;93;2.2;0.8;-0.7;-3.3;-5.3;949;950;950;951;950;0.42;0.87;0.22;0.15;0.22
1.8;0.9;0;0;0;0.4;99;99;98;99;98;1.5;2.1;2.3;2.3;2.1;945;945;946;946;946;0.13;0.3;0.77;0.48;0.23
0.1;0.1;0;0;0;0.1;100;100;100;100;100;1.2;1.2;1.2;1.2;1.2;944;944;944;944;945;0.18;0.18;0.57;0.15;0.47
0.2;0.2;0;0;0;0.2;81;72;68;58;53;4.9;5.7;5.7;6.6;7.2;947;948;948;948;949;1.08;1.12;2.07;2.73;2.62
3.2;0.9;0;0;0;0.8;82;63;48;41;42;4.8;5.8;7.4;7.9;8.3;944;945;945;945;945;1.48;1.78;2.33;2.63;2.95
0.8;0.4;0;0;0;0.4;83;81;83;80;79;8.7;9.3;9.4;9.7;10.2;938;938;938;939;938;3.83;4.18;4.2;4.42;4.13
0.1;0.1;0;0;0;0.1;87;90;92;91;92;4.8;4.1;4.4;4.8;5.2;934;934;934;934;934;2;1.97;2.48;2.08;2.42
0.1;0.1;0;0;0;0.1;84;94;95;94;93;-4.2;-7.2;-7.4;-7.7;-6.9;959;958;958;958;958;0.35;0.12;0.15;0.15;0.15
0.9;0.3;0;0;0;0.2;92;91;89;87;84;-3.5;-3.3;-3.1;-3;-2.5;952;952;952;952;952;0.02;0.08;0.13;0.05;0.05
0.3;0.3;0;0;0;0.3;56;67;82;92;94;8.4;5.7;0.8;-2.6;-3.5;952;952;952;952;952;1.28;0.63;0.25;0.03;0.02
0.1;0.1;0;0;0;0.1;44;49;56;67;82;11;9.7;8.4;5.7;0.8;951;952;952;952;952;1.38;1.4;1.28;0.63;0.25
0.1;0.1;0;0;0;0.1;37;38;38;40;44;14.2;13.7;13.5;12.5;11;950;950;950;951;951;0.62;0.8;1.02;1.32;1.38
0.5;0.3;0;0;0;0.1;74;62;44;37;38;4.2;7.5;12.1;14.2;13.7;951;950;950;950;950;0.25;0.08;0.32;0.62;0.8
0.1;0.1;0;0;0;0.1;63;85;97;97;96;7.4;0.9;-2.5;-3.2;-3.1;958;958;957;957;957;0.37;0.3;0.02;0;0.03
3.6;3.2;0;0;0;3.2;29;34;38;41;47;16;15.4;14.7;13.5;11.7;957;957;957;958;958;1.93;1.75;1.13;0.88;0.73
0.2;0.1;0;0;0;0.1;94;94;93;93;92;-4.4;-4.3;-3.9;-3.6;-3.3;960;960;960;960;960;0;0.03;0.02;0.08;0
0.4;0.4;0;0;0;0.4;16;17;20;24;31;18.5;18.1;17.3;16.3;15.1;958;958;959;959;960;1.37;1.63;1.4;1.45;0.7
2.6;1.6;0;0;0;0.2;86;83;80;76;70;-0.5;0.3;1.1;2.5;4;961;961;961;960;960;0.08;0.1;0.08;0.08;0.12
0.1;0.1;0;0;0;0.1;94;93;92;91;89;-3.2;-3;-2.7;-2.1;-1.3;960;960;961;961;961;0.02;0;0;0;0.03
3.9;2.9;0;0;0;2.9;38;40;53;76;92;14.2;13.8;9.2;2.5;-1.9;960;960;961;961;961;2.38;1.03;0.17;0.18;0.03
0.6;0.3;0;0;0;0.3;27;28;32;35;38;18.7;18.4;17;15.4;14.2;958;958;959;959;960;1.52;1.42;1.7;2.18;2.38
0.1;0.1;0;0;0;0.1;97;96;96;95;94;-2.6;-2.6;-2.5;-2;-1.6;959;959;959;959;959;0.03;0.02;0.05;0;0
0.1;0.1;0;0;0;0.1;41;65;84;90;89;10.2;2.8;-2.1;-3.7;-3.7;958;958;958;958;958;0.15;0.05;0.18;0.02;0
0.1;0.1;0;0;0;0.1;64;71;77;82;86;12.9;11.4;10.1;9;8.2;952;952;952;952;952;3.37;3.48;3.72;2.2;1.18
1.9;0.7;0;0;0;0.3;41;46;49;60;75;18;15.7;14.4;10.9;6.4;958;959;959;960;960;1.63;1.73;0.97;0.88;0.25
6.3;1.2;0;0;0;0.1;68;86;95;92;92;10.7;5.2;2.4;3.1;3.1;960;959;959;958;958;1.6;0.7;0.05;0.1;0.08
0.1;0.1;0;0;0;0.1;77;69;63;48;34;6;8.4;10.1;14.2;19.2;959;959;958;958;958;0.17;0.45;0.22;0.13;0.92
3.5;0.6;0;0;0;0.1;36;47;65;84;95;14.5;11.2;6.3;1.9;-1.3;957;957;958;958;958;1.05;0.67;0.3;0.22;0
18.9;4.4;1;7.1;7.970741;0.3;50;66;82;74;67;9.4;7.5;4.9;6.7;8.5;956;956;955;955;954;2.08;0.53;0.12;0.3;1.07
0.1;0.1;0;0;0;0.1;35;34;31;28;29;9.6;10.1;11.8;13.3;13.9;958;958;958;957;957;1.73;2.77;3.12;2.83;2.22
1.8;1;0;0;0;1;39;46;63;78;92;10.8;8.1;3.9;-0.2;-3.4;959;959;959;959;958;0.82;0.72;0.28;0.33;0.12
1.6;0.9;0;0;0;0.9;89;90;88;85;82;-1;-1.3;-0.7;0;0.9;957;957;957;957;957;0.07;0.05;0;0;0
0.3;0.2;0;0;0;0.1;39;56;70;89;90;13.6;8.2;4;-1;-1.3;957;957;957;957;957;1.17;0.37;0.08;0.07;0.05
0.2;0.2;0;0;0;0.2;24;23;26;28;33;18.3;19.3;18.5;17.3;15.8;954;954;955;956;956;1.85;1.9;2.12;2.27;2.08
2.5;1.6;0;0;0;0.1;26;25;24;23;26;18.1;18;18.3;19.3;18.5;953;954;954;954;955;1.62;1.27;1.85;1.9;2.12
0.2;0.1;0;0;0;0.1;48;68;86;88;83;11.3;5.6;1.1;1;2.2;956;955;955;955;955;1.17;0.33;0.18;0.08;0.02
0.1;0.1;0;0;0;0.1;18;21;25;30;35;19.7;18.8;17.7;16.3;14.7;953;954;955;955;955;2.17;2.27;1.82;1.75;2.25
3.2;1.2;0;0;0;0.2;39;27;17;17;19;11.5;16;20.2;20.9;20.7;953;952;952;952;952;0.08;0.15;1.38;1.57;1.37
0.7;0.7;0;0;0;0.7;80;79;78;75;70;0.4;0.6;1;1.7;2.4;954;954;954;954;954;0.32;0.2;0.22;0.13;0.12
0.1;0.1;0;0;0;0.1;22;26;32;38;58;18.1;16.8;14.2;12.3;6.3;953;953;954;954;954;1.92;1.92;2.33;1.53;0.65
1.3;0.3;0;0;0;0.3;15;17;21;24;28;20.8;20.1;18.7;17.4;15.6;950;950;951;951;952;2.53;2.28;2.45;2.33;2.15
0.1;0.1;0;0;0;0.1;15;14;13;13;13;12.9;14.2;15.2;16.6;18.9;953;952;951;950;950;2.25;2.4;2.73;3.8;3.62
5.8;2.6;1;0.8;0.55;1.7;91;89;86;84;76;3.4;4.3;5.8;6.8;8.3;949;949;949;949;949;0.05;0.05;0.13;0.2;0.2
0.1;0.1;0;0;0;0.1;43;48;51;61;87;11.8;11.4;10.6;8.1;1.5;943;943;944;944;944;3.53;2.57;1.97;0.5;0.2
5;4.3;0;0;0;0.5;35;39;39;45;54;11.2;10.2;10;8.4;7.1;946;946;946;946;946;1.82;2.4;2.73;2.48;2.28
3.1;1.9;0;0;0;0.1;42;49;69;79;89;14.5;13.1;11.3;10.5;9.1;946;947;947;947;947;2.97;3.3;2.13;1.82;1.63
0.1;0.1;0;0;0;0.1;82;87;91;94;92;6;4.7;3.5;3.1;3.5;948;948;948;948;948;1.45;0.48;0.23;0.22;0.17
5.7;2.7;1;0.8;0.24;0.8;57;47;40;35;31;16.3;18.6;20.1;22.2;24.2;947;947;946;946;946;0.32;1.43;0.85;1.05;0.82
0.1;0.1;0;0;0;0.1;33;32;39;44;50;18.5;18.4;18.8;17.5;16.2;946;946;946;946;946;3.38;2.82;1.6;1.08;0.92
0.2;0.2;0;0;0;0.2;35;36;33;32;39;17.8;17.6;18.5;18.4;18.8;945;946;946;946;946;3.08;3.17;3.38;2.82;1.6
0.1;0.1;0;0;0;0.1;30;31;38;47;50;27.3;26.5;23.6;19.2;17.7;950;950;950;950;950;1.22;0.92;0.67;0.43;0.23
0.1;0.1;0;0;0;0.1;31;26;18;20;21;26.5;29.6;32.7;33;32.8;947;947;946;946;947;0.2;0.12;1.03;1.47;1.53
2.8;2;0;0;0;0.7;14;14;16;18;21;33.6;33.5;33.5;33.1;32.5;946;946;946;946;947;2.37;3.45;3.43;3.82;3.13
0.1;0.1;0;0;0;0.1;41;42;43;42;39;22.2;21.7;21.7;22.4;23.1;949;949;949;949;948;1.27;1.2;1.13;1.23;2.1
0.5;0.3;0;0;0;0.3;21;21;20;24;27;32.1;31.2;30.8;29.4;29.1;948;948;948;949;949;1.97;2.27;2.1;2.72;2.22
0.1;0.1;0;0;0;0.1;35;33;30;22;18;26.5;25.1;25.8;29.5;31.9;949;949;948;947;947;2.43;0.7;0.07;1.03;2.73
0.2;0.2;0;0;0;0.2;18;19;22;24;24;32.3;31.9;31.3;30.2;29.2;948;949;949;949;950;2.33;2.3;2.17;2.48;2.6
5.4;2.1;0;0;0;0.1;44;39;36;29;21;16.7;18.5;20.5;23.6;28;949;950;949;949;948;0;0;0;0;0.3
0.2;0.2;0;0;0;0.2;15;15;17;21;25;31;30.1;29.2;28.3;26.9;948;949;949;949;949;2.87;2.9;2.78;2.37;1.85
0.1;0.1;0;0;0;0.1;13;14;15;15;17;32.3;31.9;31;30.1;29.2;947;948;948;949;949;2.63;2.53;2.87;2.9;2.78
1.5;0.7;0;0;0;0.4;45;41;36;28;20;17.7;19.5;21.6;24.8;28.5;949;948;948;947;947;0.17;0.13;0.17;0.05;0.98
0.1;0.1;0;0;0;0.1;61;63;63;57;51;13.1;12.7;13.6;14.7;15.9;950;949;949;949;949;0.08;0.02;0.02;0.1;0.13
8.2;4.2;1;2.4;0.6;0.2;33;46;61;63;63;22.9;18.1;13.1;12.7;13.6;950;950;950;949;949;0.62;0.35;0.08;0.02;0.02
1.8;1.7;0;0;0;1.7;19;17;17;17;16;31.2;32.4;32;31.6;31.7;945;945;946;946;947;0.87;1.18;1.32;1.38;1.92
4.6;2.8;0;0;0;2.8;43;41;37;39;39;18.6;19.3;20.6;20.4;20.5;893;946;946;946;946;0.3;0.12;0.1;0.07;0.08
0.2;0.2;0;0;0;0.2;33;29;27;26;26;26.5;27.3;27.3;26.9;27.4;948;948;948;948;948;2.15;1.8;1.13;1.12;1.77
0.4;0.2;0;0;0;0.2;37;35;33;29;27;23.5;25;26.5;27.3;27.3;949;949;948;948;948;1.63;1.78;2.15;1.8;1.13
2.5;1.6;0;0;0;0.5;54;51;48;44;41;18.1;19;19.8;20.9;21.9;950;950;950;950;950;0.72;0.93;0.75;1.07;0.92
5.3;2.7;1;0.7;2.095277875;0.8;19;17;18;20;24;35.1;35.6;35;34.4;33.4;946;947;947;948;948;1.5;1.95;2.58;2.6;2.02
0.7;0.7;0;0;0;0.7;56;66;65;59;52;17.2;13.1;12.9;13.2;14;949;949;948;950;950;0.15;0;0;0.02;0.02
0.1;0.1;0;0;0;0.1;58;56;53;49;48;13.2;13.9;14.7;15.3;16;950;949;949;949;948;0.02;0.15;0.18;0.03;0.02
3.1;1.2;0;0;0;0.2;59;50;59;56;53;16.6;16.7;13;13.4;14.2;950;950;950;950;950;0.13;0.27;0.12;0.05;0.03
1.7;1.7;0;0;0;1.7;56;69;68;63;58;11.8;9.2;9.8;10.8;12;951;951;951;951;951;0.53;0.17;0;0;0
3.1;1.6;0;0;0;0.4;50;58;60;56;54;14.2;11.4;11.6;12.5;13;947;947;946;946;947;0.37;0.08;0.13;0.12;0.18
2.8;2.4;0;0;0;0.4;20;22;27;35;50;29.9;28.3;25.4;20.2;14.2;948;948;948;948;947;3.13;2.77;1.12;0.43;0.37
0.7;0.4;0;0;0;0.4;44;46;47;48;49;19.8;18.3;16.8;16;15.3;957;957;957;957;956;3.15;3.63;2.6;1.73;1.7
1.9;0.8;0;0;0;0.7;71;71;71;80;88;17.3;16.8;16.7;15.6;14.1;956;956;956;957;957;1.22;1.77;2.83;2.1;1.4
0.1;0.1;0;0;0;0.1;69;67;66;66;69;17.1;17.5;17.5;17.4;17.3;956;956;956;956;956;0.85;1.25;1.52;1.42;1.52
1.3;1;0;0;0;0.2;69;75;74;69;67;16.6;15.6;16.4;17.1;17.5;955;956;956;956;956;1.37;1.3;0.55;0.85;1.25
0.1;0.1;0;0;0;0.1;86;59;57;61;66;15;18.8;19.4;18.4;16.7;956;956;955;956;955;1.08;2.57;1.55;1.53;1.57
0.2;0.2;0;0;0;0.2;75;89;96;97;97;17.8;14.3;12.4;11.6;11.9;953;953;952;952;952;0.72;0.23;0.05;0.03;0.02
0.1;0.1;0;0;0;0.1;87;85;78;73;78;13.5;13.6;15;16;15.2;951;951;951;952;951;0.18;0.02;0.07;0.48;0.33
1.4;1.4;0;0;0;1.4;23;22;23;24;26;27.7;27.7;27.7;27.4;26.6;950;950;951;951;952;1.85;2.4;2.1;1.93;1.57
0.8;0.5;0;0;0;0.1;62;55;42;25;23;13.8;16.1;19.7;25.9;27.7;952;951;951;951;950;0;0;0;0.57;1.85
3.1;1.6;0;0;0;0.2;30;35;43;59;72;24.8;23.1;20.1;14.9;10.3;952;953;953;954;953;1.25;0.67;0.47;0.12;0.05
0.2;0.2;0;0;0;0.2;18;19;21;23;26;27.4;27.7;27.3;26.5;25.8;951;951;952;952;952;1.58;1.55;1.72;1.85;1.83
0.1;0.1;0;0;0;0.1;69;65;60;47;26;10.1;11.4;13.4;17;24.6;952;952;952;951;951;0.02;0.05;0.05;0;0.32
1.3;1;0;0;0;0.1;88;87;84;82;77;5.8;6.1;6.8;7.4;8.3;951;952;952;952;952;0.15;0;0.05;0;0
0.9;0.5;0;0;0;0.1;91;91;89;88;85;4.6;4.5;4.8;5.3;6.1;952;952;951;952;952;0.05;0;0;0.03;0.15
8.6;2.7;0;0;0;2.7;50;29;23;23;25;17.2;23.8;26.9;27.3;26.2;950;949;949;949;949;0.03;0.75;1.47;1.63;1.97
1.7;1.3;0;0;0;1.3;80;91;91;90;88;9.8;6;6;6.4;6.9;951;950;950;951;950;0.3;0;0;0.05;0.03
2.3;2.3;0;0;0;2.3;39;42;49;64;80;23.6;22.6;20;15.1;9.8;950;950;951;951;951;1.4;1.03;0.68;0.47;0.3
0.4;0.4;0;0;0;0.4;33;36;39;42;49;25.5;24.5;23.6;22.6;20;950;950;950;950;951;1.83;1.55;1.4;1.03;0.68
0.5;0.3;0;0;0;0.3;90;88;88;87;83;6.7;7.7;7.9;8.8;9.8;952;952;951;951;952;0.18;0.18;0.27;0.03;0.05
17.3;2.2;1;1.5;0.75;0.1;49;33;37;37;42;20.8;24.9;24.4;24.6;24.1;949;949;949;949;950;0;0;0;0.05;0
3;2.1;0;0;0;0.9;44;44;44;46;50;23.1;23.2;22.6;21.6;20.7;949;949;949;949;950;0.92;1.43;1.87;1.98;1.85
0.3;0.2;0;0;0;0.1;69;71;70;77;72;11;11;11;9.9;10.5;946;946;946;946;946;2.82;3.35;2.05;1.87;2.22
7.3;4;1;1.6;3.3;4;44;47;58;65;91;13.6;12.7;11.5;9.8;5;951;951;950;951;952;1.1;1.07;1;0.72;0.35
2.3;0.8;0;0;0;0.8;88;82;68;43;40;5;6.5;9.6;13.8;14.4;951;951;951;950;950;0;0.02;0;0.77;1.22
